po_id,supplier,order_date,delivery_date,order_status,quantity,unit_price,negotiated_price,defective_units,compliance,Plastic_Type,trust_score
PO-00503,Gamma_Co,18-08-2023,01-09-2023,Partially Delivered,1177,37.37,34.27,60,Yes,PS,93
PO-00504,Delta_Logistics,29-09-2022,19-10-2022,Delivered,1466,68.82,66.82,211,Yes,PET,87
PO-00505,Epsilon_Group,09-02-2022,13-02-2022,Delivered,1884,47.08,44.31,54,Yes,EVA,100
PO-00506,Beta_Supplies,22-04-2022,08-05-2022,Delivered,295,60.58,57.32,31,Yes,PP,91
PO-00507,Gamma_Co,03-09-2023,04-09-2023,Delivered,1249,54.18,47.29,59,Yes,PET,100
PO-00508,Delta_Logistics,21-03-2023,09-04-2023,Delivered,1112,39.06,33.6,184,No,HDPE,48
PO-00509,Gamma_Co,20-12-2022,25-12-2022,Delivered,1550,100.61,97.43,66,Yes,Silicone,100
PO-00510,Delta_Logistics,18-11-2022,19-11-2022,Delivered,1755,82.66,73.67,258,No,PS,60
PO-00511,Gamma_Co,23-03-2023,31-03-2023,Delivered,808,24.19,21.64,39,Yes,PA66,99
PO-00512,Alpha_Inc,13-09-2023,19-09-2023,Partially Delivered,587,96.98,95.35,14,Yes,SAN,100
PO-00513,Epsilon_Group,08-06-2023,11-06-2023,Delivered,1940,58.45,50.29,54,Yes,PVC,100
PO-00514,Beta_Supplies,29-04-2022,11-05-2022,Cancelled,1891,91.87,80.28,158,Yes,LDPE,95
PO-00515,Epsilon_Group,30-01-2023,16-02-2023,Delivered,970,86.91,78.44,18,Yes,PET,90
PO-00516,Epsilon_Group,14-08-2023,31-08-2023,Delivered,457,52.85,50.34,16,Yes,ABS,90
PO-00517,Beta_Supplies,14-07-2022,27-07-2022,Cancelled,574,12.38,11.47,,No,PMMA,54
PO-00518,Epsilon_Group,18-09-2022,20-09-2022,Delivered,877,35.55,34.69,24,Yes,PS,100
PO-00519,Alpha_Inc,15-02-2022,27-02-2022,Delivered,1579,59.04,50.95,29,Yes,PET,95
PO-00520,Delta_Logistics,27-12-2023,28-12-2023,Delivered,952,74.72,69.73,,Yes,POM,100
PO-00521,Beta_Supplies,23-03-2023,26-03-2023,Pending,1898,35.53,33.25,187,Yes,ABS,100
PO-00522,Delta_Logistics,02-01-2022,06-01-2022,Delivered,85,22.54,20.68,6,Yes,PET,100
PO-00523,Gamma_Co,17-06-2023,28-06-2023,Pending,734,92.38,78.92,34,No,PET,56
PO-00524,Alpha_Inc,06-07-2023,18-07-2023,Delivered,69,107.47,105.53,,Yes,HDPE,95
PO-00525,Delta_Logistics,05-12-2023,11-12-2023,Delivered,370,63.9,55.79,59,Yes,POM,100
PO-00526,Delta_Logistics,18-11-2023,03-12-2023,Delivered,1849,28.25,27.53,271,Yes,PVC,92
PO-00527,Beta_Supplies,21-07-2022,,Delivered,561,35.54,30.99,68,No,PA6,30
PO-00528,Gamma_Co,08-01-2023,14-01-2023,Delivered,449,12.35,10.67,29,Yes,PC,100
PO-00529,Beta_Supplies,18-03-2023,21-03-2023,Delivered,703,98.75,86.78,59,Yes,PVC,100
PO-00530,Gamma_Co,13-03-2022,28-03-2022,Delivered,1021,20.8,18.23,37,Yes,HDPE,92
PO-00531,Beta_Supplies,12-11-2023,19-11-2023,Delivered,1956,68.69,65.09,,Yes,PS,100
PO-00532,Delta_Logistics,05-12-2022,12-12-2022,Partially Delivered,520,36.57,34.78,67,No,PET,60
PO-00533,Delta_Logistics,01-10-2023,12-10-2023,Delivered,1216,66.16,63,179,No,PVC,56
PO-00534,Alpha_Inc,18-11-2022,,Delivered,1165,72.06,63.93,,Yes,PEEK,70
PO-00535,Delta_Logistics,11-11-2023,29-11-2023,Pending,1427,93.99,83.6,213,Yes,HDPE,89
PO-00536,Epsilon_Group,08-05-2022,10-05-2022,Delivered,883,29.15,25.75,14,Yes,ABS,100
PO-00537,Delta_Logistics,04-11-2022,11-11-2022,Partially Delivered,1873,11.54,9.89,284,No,ABS,60
PO-00538,Epsilon_Group,04-06-2023,06-06-2023,Delivered,776,24.22,22.53,27,Yes,PA66,100
PO-00539,Delta_Logistics,13-11-2022,24-11-2022,Delivered,903,95.55,92.45,149,No,PET,56
PO-00540,Epsilon_Group,14-11-2023,26-11-2023,Delivered,100,98.4,85.76,3,Yes,PET,95
PO-00541,Epsilon_Group,23-02-2023,08-03-2023,Delivered,1738,67.91,61.15,,Yes,PVC,94
PO-00542,Delta_Logistics,01-12-2022,14-12-2022,Delivered,1771,67.57,61.48,280,No,PTFE,54
PO-00543,Epsilon_Group,17-02-2023,23-02-2023,Delivered,624,74.39,66.3,18,No,LDPE,60
PO-00544,Alpha_Inc,15-12-2023,31-12-2023,Partially Delivered,1263,28.75,27.1,26,Yes,LDPE,91
PO-00545,Gamma_Co,30-10-2022,16-11-2022,Cancelled,1198,96.45,90.09,,Yes,LDPE,90
PO-00546,Epsilon_Group,22-07-2023,25-07-2023,Delivered,199,51.98,45.64,,No,PP,60
PO-00547,Epsilon_Group,11-05-2022,14-05-2022,Pending,363,45.37,38.73,,Yes,HDPE,100
PO-00548,Alpha_Inc,16-07-2022,22-07-2022,Delivered,619,58.4,51.04,,Yes,PP,100
PO-00549,Alpha_Inc,07-03-2023,18-03-2023,Delivered,1415,15.22,13.56,30,Yes,POM,96
PO-00550,Beta_Supplies,12-11-2023,23-11-2023,Delivered,354,27.71,23.87,39,No,PP,56
PO-00551,Gamma_Co,24-01-2023,03-02-2023,Delivered,1765,81.01,78.43,78,Yes,LDPE,97
PO-00552,Beta_Supplies,25-11-2023,09-12-2023,Delivered,731,19.37,17.3,69,No,POM,53
PO-00553,Epsilon_Group,28-06-2022,13-07-2022,Delivered,887,65.89,59.67,29,Yes,LDPE,92
PO-00554,Alpha_Inc,23-09-2023,25-09-2023,Delivered,1856,35.29,32.41,26,Yes,PA6,100
PO-00555,Epsilon_Group,06-08-2023,18-08-2023,Delivered,1127,49.32,46.49,30,Yes,PTFE,95
PO-00556,Delta_Logistics,05-11-2022,19-11-2022,Delivered,1052,37.78,32.6,162,Yes,PVC,93
PO-00557,Gamma_Co,20-02-2023,22-02-2023,Delivered,493,44.74,41.44,24,No,LDPE,60
PO-00558,Delta_Logistics,16-07-2023,29-07-2023,Partially Delivered,662,81.44,71.33,87,Yes,PET,94
PO-00559,Alpha_Inc,01-01-2022,07-01-2022,Delivered,1042,36.74,35.78,33,Yes,ABS,100
PO-00560,Alpha_Inc,08-11-2022,,Delivered,313,64.03,57.74,1,Yes,PMMA,70
PO-00561,Alpha_Inc,21-10-2022,10-11-2022,Delivered,1126,55.22,50.38,,Yes,PPS,87
PO-00562,Gamma_Co,04-08-2022,19-08-2022,Delivered,1645,72.17,64,79,Yes,EVA,92
PO-00563,Beta_Supplies,17-03-2023,20-03-2023,Delivered,1053,100.92,92.35,104,Yes,PLA,100
PO-00564,Epsilon_Group,17-08-2023,29-08-2023,Delivered,1693,83.14,73.3,62,Yes,ABS,95
PO-00565,Epsilon_Group,14-09-2023,03-10-2023,Pending,54,32.28,28.65,3,Yes,PET,88
PO-00566,Epsilon_Group,02-11-2023,07-11-2023,Delivered,1176,14.22,12.21,33,Yes,POM,100
PO-00567,Epsilon_Group,26-11-2022,08-12-2022,Delivered,1269,35.28,33.7,35,Yes,PVC,95
PO-00568,Epsilon_Group,22-04-2023,25-04-2023,Delivered,823,68.32,64.46,19,Yes,POM,100
PO-00569,Beta_Supplies,29-03-2023,15-04-2023,Delivered,926,15.65,13.49,94,No,HDPE,50
PO-00570,Delta_Logistics,29-03-2023,09-04-2023,Cancelled,1041,58.5,52.54,170,No,PS,56
PO-00571,Gamma_Co,23-11-2023,01-12-2023,Pending,933,70.72,65.47,42,Yes,PMMA,99
PO-00572,Delta_Logistics,07-08-2022,,Delivered,1423,41.48,40.9,199,Yes,PS,70
PO-00573,Delta_Logistics,08-06-2023,14-06-2023,Delivered,96,86.13,80.32,12,No,ABS,60
PO-00574,Epsilon_Group,30-04-2023,13-05-2023,Delivered,916,21.06,19.53,25,Yes,PET,94
PO-00575,Epsilon_Group,23-06-2022,,Delivered,872,17.18,16.63,20,Yes,PBT,70
PO-00576,Beta_Supplies,06-11-2023,15-11-2023,Delivered,985,83.85,80.88,,No,HDPE,58
PO-00577,Gamma_Co,28-03-2022,04-04-2022,Delivered,1893,55.14,50.1,98,Yes,LDPE,100
PO-00578,Alpha_Inc,18-10-2022,,Delivered,705,75.19,69.55,19,Yes,PP,70
PO-00579,Delta_Logistics,12-06-2023,28-06-2023,Delivered,318,53.31,51.78,,No,POM,51
PO-00580,Alpha_Inc,11-11-2023,16-11-2023,Pending,419,35.72,32.74,7,Yes,PET,100
PO-00581,Gamma_Co,11-10-2023,26-10-2023,Delivered,685,92.51,90.05,38,Yes,LDPE,92
PO-00582,Delta_Logistics,27-09-2023,12-10-2023,Partially Delivered,1179,90.14,82.63,194,Yes,PP,92
PO-00583,Alpha_Inc,10-12-2022,,Delivered,1743,76.51,65.88,40,Yes,LDPE,70
PO-00584,Alpha_Inc,06-04-2022,17-04-2022,Delivered,1732,35.01,34.18,40,Yes,PMMA,96
PO-00585,Beta_Supplies,29-08-2022,01-09-2022,Delivered,706,65.33,62.06,60,No,ABS,60
PO-00586,Gamma_Co,20-11-2023,30-11-2023,Cancelled,169,47.16,43.4,,Yes,PET,97
PO-00587,Gamma_Co,14-11-2022,20-11-2022,Pending,880,19.15,18.69,,No,PET,60
PO-00588,Gamma_Co,19-08-2022,25-08-2022,Delivered,1860,95.8,92.17,105,No,PP,60
PO-00589,Delta_Logistics,23-07-2022,09-08-2022,Delivered,1677,22.98,21.71,246,Yes,PP,90
PO-00590,Beta_Supplies,31-05-2022,07-06-2022,Partially Delivered,1131,97.43,91.28,103,Yes,PET,100
PO-00591,Epsilon_Group,26-01-2022,03-02-2022,Cancelled,1419,50.14,43.46,,Yes,LDPE,99
PO-00592,Delta_Logistics,17-02-2022,18-02-2022,Pending,790,26.8,25.62,115,Yes,PET,100
PO-00593,Gamma_Co,08-09-2022,27-09-2022,Pending,1547,61.12,53.43,77,Yes,PS,88
PO-00594,Delta_Logistics,02-05-2023,20-05-2023,Cancelled,166,95.65,94.48,23,Yes,PS,89
PO-00595,Alpha_Inc,18-09-2023,21-09-2023,Delivered,1903,83.49,82.33,43,Yes,LDPE,100
PO-00596,Delta_Logistics,16-03-2022,29-03-2022,Partially Delivered,840,83.42,80.35,153,Yes,PMMA,94
PO-00597,Delta_Logistics,12-04-2023,,Delivered,1200,74.49,64.63,161,Yes,ABS,70
PO-00598,Gamma_Co,01-03-2023,18-03-2023,Delivered,1466,77.37,70.35,72,Yes,PVC,90
PO-00599,Alpha_Inc,07-10-2023,21-10-2023,Delivered,1981,95.5,94.39,49,Yes,PBT,93
PO-00600,Gamma_Co,13-08-2023,16-08-2023,Delivered,1062,35.55,32.38,,Yes,PA66,100
PO-00601,Alpha_Inc,19-07-2022,30-07-2022,Delivered,1714,55.67,55.09,42,Yes,PET,96
PO-00602,Alpha_Inc,15-12-2023,30-12-2023,Delivered,1131,33.35,31.28,23,Yes,Polyimide,92
PO-00603,Alpha_Inc,29-01-2023,15-02-2023,Delivered,683,104.82,101.34,,Yes,PMMA,90
PO-00604,Gamma_Co,22-05-2023,09-06-2023,Partially Delivered,562,102.56,90.88,38,Yes,PP,89
PO-00605,Alpha_Inc,14-02-2023,20-02-2023,Delivered,1824,14.43,14.11,36,Yes,ABS,100
PO-00606,Beta_Supplies,07-09-2022,12-09-2022,Partially Delivered,851,76.44,74.76,91,Yes,HDPE,100
PO-00607,Beta_Supplies,01-06-2022,03-06-2022,Delivered,1169,95.6,82.16,103,Yes,LDPE,100
PO-00608,Epsilon_Group,03-11-2023,20-11-2023,Delivered,1711,29.14,26.35,48,Yes,PMMA,90
PO-00609,Beta_Supplies,06-12-2023,12-12-2023,Pending,1191,68.14,61.71,112,Yes,PS,100
PO-00610,Epsilon_Group,06-01-2022,14-01-2022,Delivered,609,92.39,82.75,29,Yes,HDPE,99
PO-00611,Beta_Supplies,20-04-2022,07-05-2022,Delivered,1674,13.25,11.77,181,Yes,PPS,90
PO-00612,Gamma_Co,12-03-2023,15-03-2023,Delivered,537,77.86,71.18,20,Yes,PC,100
PO-00613,Epsilon_Group,13-08-2022,31-08-2022,Delivered,1310,38.05,37,45,Yes,HDPE,89
PO-00614,Delta_Logistics,30-06-2022,10-07-2022,Delivered,1958,95.53,91.72,308,Yes,PP,97
PO-00615,Delta_Logistics,14-12-2023,17-12-2023,Delivered,946,108.6,101.78,146,Yes,PET,100
PO-00616,Beta_Supplies,15-06-2023,21-06-2023,Partially Delivered,1345,103.06,95.14,,Yes,UHMWPE,100
PO-00617,Delta_Logistics,21-04-2023,10-05-2023,Delivered,1262,56.63,51.46,,No,HDPE,48
PO-00618,Beta_Supplies,21-02-2022,13-03-2022,Pending,753,88.02,79.92,75,Yes,HDPE,87
PO-00619,Beta_Supplies,25-07-2023,14-08-2023,Delivered,1520,93.75,81.63,149,Yes,LDPE,87
PO-00620,Delta_Logistics,13-09-2022,02-10-2022,Delivered,630,40.27,37.54,76,Yes,PET,88
PO-00621,Delta_Logistics,05-05-2022,06-05-2022,Delivered,839,86.29,82.51,110,Yes,LDPE,100
PO-00622,Alpha_Inc,13-04-2023,02-05-2023,Delivered,910,14.33,14.07,27,Yes,PVC,88
PO-00623,Epsilon_Group,17-05-2022,24-05-2022,Delivered,296,64.94,63.61,,Yes,PS,100
PO-00624,Beta_Supplies,21-04-2023,05-05-2023,Delivered,1149,33,30.65,141,Yes,PET,93
PO-00625,Delta_Logistics,15-11-2023,16-11-2023,Delivered,203,23.14,20,,No,PVC,60
PO-00626,Epsilon_Group,28-06-2023,16-07-2023,Delivered,1729,18.36,16.34,47,Yes,POM,89
PO-00627,Delta_Logistics,27-07-2023,06-08-2023,Delivered,1508,79.21,73.27,226,Yes,UHMWPE,97
PO-00628,Delta_Logistics,02-09-2023,15-09-2023,Partially Delivered,1046,44.65,40.1,165,No,HDPE,54
PO-00629,Alpha_Inc,21-11-2022,24-11-2022,Delivered,1159,78.99,71.69,14,Yes,PS,100
PO-00630,Beta_Supplies,30-03-2023,05-04-2023,Delivered,746,16.99,15.35,69,No,PA6,60
PO-00631,Beta_Supplies,20-09-2023,06-10-2023,Delivered,1358,42.21,38.75,128,Yes,HDPE,91
PO-00632,Gamma_Co,01-06-2023,12-06-2023,Delivered,1293,63.53,59.42,79,Yes,HDPE,96
PO-00633,Alpha_Inc,13-03-2023,24-03-2023,Delivered,1142,86.85,74.28,30,Yes,PS,96
PO-00634,Epsilon_Group,16-07-2023,27-07-2023,Delivered,1120,42.17,37.47,33,Yes,PA66,96
PO-00635,Alpha_Inc,02-04-2023,14-04-2023,Delivered,1058,71.3,62.04,,Yes,PP,95
PO-00636,Epsilon_Group,12-06-2022,,Delivered,143,91.98,86.02,5,Yes,LDPE,70
PO-00637,Beta_Supplies,02-05-2023,14-05-2023,Delivered,1823,70.66,66.92,202,Yes,PET,95
PO-00638,Gamma_Co,06-04-2023,10-04-2023,Delivered,1007,33.29,28.48,49,Yes,PET,100
PO-00639,Gamma_Co,23-09-2022,08-10-2022,Delivered,1061,12.68,12.36,56,No,LDPE,52
PO-00640,Beta_Supplies,11-09-2022,26-09-2022,Pending,502,91.84,82.33,,Yes,ABS,92
PO-00641,Delta_Logistics,15-10-2023,19-10-2023,Delivered,1277,13.17,11.63,199,No,PBT,60
PO-00642,Alpha_Inc,11-10-2022,24-10-2022,Delivered,961,92.72,88.49,22,Yes,PA6,94
PO-00643,Gamma_Co,18-06-2023,02-07-2023,Delivered,267,62.5,61.18,17,Yes,HDPE,93
PO-00644,Delta_Logistics,12-05-2023,18-05-2023,Cancelled,523,102.08,99.59,,Yes,PTFE,100
PO-00645,Epsilon_Group,04-10-2023,23-10-2023,Pending,481,90.49,77.17,,Yes,PP,88
PO-00646,Gamma_Co,02-09-2022,09-09-2022,Delivered,390,103.81,100.12,20,Yes,PP,100
PO-00647,Epsilon_Group,09-10-2022,25-10-2022,Delivered,600,43.43,38.76,22,Yes,HDPE,91
PO-00648,Delta_Logistics,27-03-2023,,Delivered,1685,84.58,75.21,253,No,HDPE,30
PO-00649,Epsilon_Group,21-03-2022,31-03-2022,Cancelled,1362,46.64,42.85,33,Yes,PVC,97
PO-00650,Delta_Logistics,01-01-2024,04-01-2024,Pending,1327,59.57,56.44,169,Yes,HDPE,100
PO-00651,Epsilon_Group,20-10-2022,,Delivered,1807,69.47,60,50,Yes,LDPE,70
PO-00652,Alpha_Inc,29-08-2022,06-09-2022,Pending,406,91.73,89.13,,Yes,POM,99
PO-00653,Gamma_Co,06-10-2022,18-10-2022,Partially Delivered,72,103,89.49,1,No,HDPE,55
PO-00654,Gamma_Co,10-12-2022,20-12-2022,Delivered,1835,83.5,82.36,85,No,POM,57
PO-00655,Delta_Logistics,24-11-2022,10-12-2022,Pending,571,49.98,45.58,,No,PA6,51
PO-00656,Epsilon_Group,08-07-2023,09-07-2023,Delivered,1831,52.24,50.44,60,Yes,PTFE,100
PO-00657,Beta_Supplies,24-03-2022,07-04-2022,Pending,1910,77.15,68.49,170,Yes,HDPE,93
PO-00658,Gamma_Co,22-05-2022,31-05-2022,Partially Delivered,1173,32.12,29.18,,Yes,HDPE,98
PO-00659,Epsilon_Group,04-06-2022,17-06-2022,Partially Delivered,851,20.44,19.22,22,Yes,PPS,94
PO-00660,Epsilon_Group,25-08-2022,07-09-2022,Cancelled,1253,43.38,38.01,34,Yes,PA6,94
PO-00661,Alpha_Inc,28-01-2023,15-02-2023,Delivered,1296,38,33.42,33,Yes,HDPE,89
PO-00662,Beta_Supplies,12-12-2023,30-12-2023,Delivered,1979,40.88,39.46,221,Yes,PVC,89
PO-00663,Gamma_Co,06-06-2022,19-06-2022,Delivered,811,31.8,30.33,58,Yes,PET,94
PO-00664,Alpha_Inc,25-12-2023,12-01-2024,Delivered,1732,15.37,14.7,38,Yes,PVC,89
PO-00665,Beta_Supplies,08-08-2022,28-08-2022,Delivered,491,12.01,11.67,47,Yes,PMMA,87
PO-00666,Gamma_Co,07-03-2022,11-03-2022,Cancelled,1681,99.88,96.38,90,Yes,PS,100
PO-00667,Alpha_Inc,01-03-2023,05-03-2023,Partially Delivered,818,51.89,47.85,12,Yes,PMMA,100
PO-00668,Beta_Supplies,22-02-2023,05-03-2023,Delivered,1065,47.49,41.42,113,Yes,PET,96
PO-00669,Gamma_Co,05-12-2022,17-12-2022,Delivered,1398,75.08,67.09,57,Yes,PMMA,95
PO-00670,Beta_Supplies,10-07-2023,17-07-2023,Delivered,565,32.31,29.76,60,Yes,PET,100
PO-00671,Epsilon_Group,23-04-2023,06-05-2023,Pending,1089,102.66,89.21,33,Yes,EVA,94
PO-00672,Delta_Logistics,02-03-2023,04-03-2023,Delivered,841,86.43,83.77,125,No,PET,60
PO-00673,Delta_Logistics,05-03-2022,16-03-2022,Delivered,385,18.23,17.74,,Yes,HDPE,96
PO-00674,Epsilon_Group,31-07-2022,17-08-2022,Delivered,1832,49.01,41.86,52,Yes,LDPE,90
PO-00675,Beta_Supplies,07-03-2023,27-03-2023,Delivered,307,95.36,83.63,29,Yes,PET,87
PO-00676,Epsilon_Group,03-02-2023,08-02-2023,Delivered,546,101.2,97.82,21,Yes,PVC,100
PO-00677,Delta_Logistics,22-08-2023,11-09-2023,Delivered,945,57.01,55.14,147,No,PET,47
PO-00678,Delta_Logistics,14-12-2023,27-12-2023,Pending,209,72.71,64.34,39,Yes,PVC,94
PO-00679,Beta_Supplies,21-01-2022,,Delivered,1548,25.03,22.87,,Yes,LDPE,70
PO-00680,Delta_Logistics,13-08-2023,23-08-2023,Delivered,901,108.63,106.3,141,Yes,HDPE,97
PO-00681,Epsilon_Group,25-01-2023,11-02-2023,Delivered,1737,32.7,31.02,48,Yes,PA6,90
PO-00682,Beta_Supplies,04-05-2023,22-05-2023,Delivered,1981,102.43,90.99,204,Yes,PET,89
PO-00683,Epsilon_Group,07-01-2022,26-01-2022,Pending,739,68.47,66.09,19,Yes,PC,88
PO-00684,Beta_Supplies,27-12-2022,28-12-2022,Delivered,1748,68.25,62.84,171,Yes,LDPE,100
PO-00685,Delta_Logistics,02-11-2022,06-11-2022,Cancelled,429,58.95,55.35,59,No,PBT,60
PO-00686,Gamma_Co,04-02-2023,,Delivered,1618,32.76,28.41,62,Yes,Epoxy Resin,70
PO-00687,Beta_Supplies,06-03-2023,07-03-2023,Delivered,1006,27.7,23.66,101,No,PMMA,60
PO-00688,Beta_Supplies,06-07-2023,15-07-2023,Partially Delivered,740,32.53,29.35,84,Yes,PS,98
PO-00689,Gamma_Co,14-07-2023,,Delivered,1500,29.19,27.24,72,Yes,PS,70
PO-00690,Delta_Logistics,10-09-2023,29-09-2023,Cancelled,1686,88.18,77.15,,Yes,PS,88
PO-00691,Epsilon_Group,14-08-2022,16-08-2022,Cancelled,1341,42.96,41.75,39,Yes,PET,100
PO-00692,Alpha_Inc,15-05-2023,21-05-2023,Cancelled,1908,16.42,15.31,36,Yes,PA6,100
PO-00693,Gamma_Co,13-08-2022,02-09-2022,Partially Delivered,1650,100.62,90.45,85,Yes,LDPE,87
PO-00694,Alpha_Inc,07-10-2022,20-10-2022,Delivered,1490,93.57,81.68,29,Yes,PPS,94
PO-00695,Delta_Logistics,23-03-2023,31-03-2023,Delivered,1241,100.04,97.56,187,Yes,PET,99
PO-00696,Beta_Supplies,13-05-2023,17-05-2023,Delivered,1915,107.51,102.66,184,Yes,Epoxy Resin,100
PO-00697,Beta_Supplies,30-01-2022,14-02-2022,Delivered,1116,25.65,24.28,121,Yes,EVA,92
PO-00698,Delta_Logistics,03-02-2023,08-02-2023,Delivered,1629,48.63,43.28,260,Yes,PP,100
PO-00699,Epsilon_Group,11-12-2022,18-12-2022,Delivered,334,82.54,74.63,,Yes,PVC,100
PO-00700,Epsilon_Group,16-11-2023,06-12-2023,Delivered,446,80.63,70.37,,Yes,ABS,87
PO-00701,Delta_Logistics,27-11-2023,,Delivered,61,26.47,24.62,6,Yes,PET,70
PO-00702,Delta_Logistics,19-02-2023,21-02-2023,Delivered,1680,88.85,87.53,,Yes,PET,100
PO-00703,Delta_Logistics,19-06-2022,06-07-2022,Delivered,1375,30.95,30.02,223,Yes,PA66,90
PO-00704,Delta_Logistics,24-04-2023,05-05-2023,Partially Delivered,1971,32.4,30.48,321,Yes,HDPE,96
PO-00705,Delta_Logistics,11-05-2022,,Pending,1326,59.49,56.21,,Yes,PVC,70
PO-00706,Delta_Logistics,30-09-2023,13-10-2023,Cancelled,548,69.7,61.87,90,Yes,PVC,94
PO-00707,Beta_Supplies,01-07-2023,07-07-2023,Delivered,803,67.81,61.53,78,Yes,PC,100
PO-00708,Alpha_Inc,28-01-2022,15-02-2022,Delivered,84,18.23,15.55,0,Yes,PC,89
PO-00709,Epsilon_Group,08-02-2023,20-02-2023,Delivered,776,94.75,90.89,19,Yes,MF,95
PO-00710,Alpha_Inc,30-08-2023,08-09-2023,Delivered,898,37.12,35.54,18,No,HDPE,58
PO-00711,Beta_Supplies,01-08-2023,08-08-2023,Cancelled,139,23.71,20.18,14,Yes,PET,100
PO-00712,Gamma_Co,10-11-2023,,Delivered,825,99.89,97.65,30,Yes,LDPE,70
PO-00713,Alpha_Inc,28-01-2022,07-02-2022,Delivered,654,96.01,90.31,10,Yes,ABS,97
PO-00714,Gamma_Co,27-03-2022,06-04-2022,Delivered,1995,88.47,82.65,87,No,PVC,57
PO-00715,Beta_Supplies,21-10-2023,28-10-2023,Delivered,1019,91.56,77.93,111,No,PET,60
PO-00716,Epsilon_Group,15-03-2023,31-03-2023,Pending,1675,73.8,65.34,42,Yes,PA66,91
PO-00717,Gamma_Co,19-05-2022,31-05-2022,Pending,1071,60.77,58.5,,Yes,PP,95
PO-00718,Beta_Supplies,18-04-2023,27-04-2023,Delivered,467,19.17,17.11,49,Yes,Silicone,98
PO-00719,Delta_Logistics,06-07-2022,25-07-2022,Pending,164,48.16,47.46,27,Yes,PP,88
PO-00720,Epsilon_Group,21-02-2022,06-03-2022,Cancelled,666,43.76,41.13,18,Yes,PP,94
PO-00721,Delta_Logistics,24-09-2022,07-10-2022,Partially Delivered,1976,34.71,31.56,286,No,PET,54
PO-00722,Epsilon_Group,24-01-2023,29-01-2023,Delivered,1269,79.61,71.86,47,Yes,HDPE,100
PO-00723,Epsilon_Group,02-12-2022,12-12-2022,Delivered,875,57.63,51.8,16,Yes,HDPE,97
PO-00724,Alpha_Inc,05-08-2022,,Partially Delivered,1574,17.9,15.85,31,Yes,PA66,70
PO-00725,Epsilon_Group,11-04-2023,26-04-2023,Partially Delivered,1699,32.05,29.34,69,Yes,PPS,92
PO-00726,Alpha_Inc,01-12-2022,17-12-2022,Delivered,1566,75.43,71.27,27,Yes,PLA,91
PO-00727,Gamma_Co,12-12-2022,30-12-2022,Delivered,1148,17.78,17.16,61,Yes,EVA,89
PO-00728,Epsilon_Group,24-01-2023,11-02-2023,Delivered,462,91.81,83.14,11,Yes,PC,89
PO-00729,Gamma_Co,12-10-2022,17-10-2022,Delivered,1449,57.02,49.28,71,Yes,PET,100
PO-00730,Epsilon_Group,08-03-2023,27-03-2023,Delivered,1493,56.98,52.51,43,Yes,PMMA,88
PO-00731,Alpha_Inc,16-09-2022,18-09-2022,Delivered,778,65.85,62.08,,No,POM,60
PO-00732,Delta_Logistics,25-03-2022,11-04-2022,Partially Delivered,1350,85.06,82.34,,No,LDPE,50
PO-00733,Epsilon_Group,27-04-2023,05-05-2023,Delivered,1070,44.4,40.07,26,Yes,PS,99
PO-00734,Beta_Supplies,20-01-2022,03-02-2022,Pending,810,71.02,66.8,73,Yes,HDPE,93
PO-00735,Delta_Logistics,07-07-2023,23-07-2023,Cancelled,725,66.4,62.1,118,Yes,HDPE,91
PO-00736,Alpha_Inc,23-02-2022,28-02-2022,Delivered,1467,34.2,30.5,25,Yes,LDPE,100
PO-00737,Beta_Supplies,25-12-2022,12-01-2023,Delivered,1942,93.98,81.31,198,Yes,LDPE,89
PO-00738,Gamma_Co,18-08-2022,,Delivered,506,84.63,72.69,20,Yes,PBT,70
PO-00739,Alpha_Inc,28-10-2023,13-11-2023,Delivered,969,76.53,75.64,30,Yes,PVC,91
PO-00740,Delta_Logistics,12-03-2022,19-03-2022,Delivered,241,87.42,82.15,,Yes,PP,100
PO-00741,Gamma_Co,30-10-2023,09-11-2023,Delivered,788,97.3,94.44,32,Yes,PET,97
PO-00742,Gamma_Co,11-02-2022,13-02-2022,Delivered,1762,74.12,65.71,94,Yes,HDPE,100
PO-00743,Alpha_Inc,01-02-2022,,Pending,1172,85.76,81.43,25,Yes,HDPE,70
PO-00744,Delta_Logistics,11-09-2022,30-09-2022,Delivered,1621,75.68,73.78,226,No,HDPE,48
PO-00745,Alpha_Inc,24-07-2022,26-07-2022,Delivered,1027,73.35,65.42,24,No,PS,60
PO-00746,Beta_Supplies,21-01-2022,,Delivered,1058,65.68,57.21,101,Yes,PVC,70
PO-00747,Beta_Supplies,29-09-2023,05-10-2023,Delivered,145,85.52,81.86,11,No,PC,60
PO-00748,Epsilon_Group,06-06-2022,,Delivered,1737,24.88,24.28,46,Yes,PS,70
PO-00749,Gamma_Co,02-09-2022,15-09-2022,Delivered,712,92.85,89.39,43,Yes,ABS,94
PO-00750,Epsilon_Group,10-05-2022,16-05-2022,Delivered,1263,90.24,86.84,28,Yes,LDPE,100
PO-00751,Delta_Logistics,30-04-2023,,Delivered,1809,13.58,12.68,,No,HDPE,30
PO-00752,Beta_Supplies,17-11-2023,,Cancelled,86,93.6,88.22,5,Yes,HDPE,70
PO-00753,Epsilon_Group,28-04-2022,,Delivered,1853,21.92,20.72,,Yes,LDPE,70
